"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"97cr02","12339","2","Keiko Sonoda","Revolutionary Girl Utena","3","Thu, 31 Mar 2022 00:08:08 GMT","1648685288791","27","","","","No","No","","","2","0","3","749817087093899395","749817087093899395","907143168812789800","16","F","S","S","S","A","F","D","",""
"976j51","33136","1","Darkness Blade","One-Punch Man 2","3","Wed, 30 Mar 2022 21:58:29 GMT","1648677509380","35","","","","No","No","onepunch","","1","0","3","","749817087093899395","890258188027453510","20","F","S","S","F","B","F","C","",""
"97tsvr","6139","3","Reiji Kotobuki","Uta no Prince-sama: Maji Love 2000%","1","Wed, 30 Mar 2022 20:33:48 GMT","1648672428789","12","","","","No","No","","","11","0","1","","749817087093899395","890258188027453510","6","F","S","S","F","C","F","C","",""
"97fjwq","32706","1","Deathscythe","Mobile Suit Gundam Wing","2","Wed, 30 Mar 2022 20:08:59 GMT","1648670939814","6","","","","No","No","","","6","0","2","749817087093899395","749817087093899395","890258188027453510","4","F","S","S","S","B","F","C","",""
"9tgkhl","6412","3","Martin Reest","Monster","2","Tue, 29 Mar 2022 22:02:27 GMT","1648591347009","17","","","","No","No","","","1","0","2","749817087093899395","749817087093899395","890258188027453510","9","F","S","S","S","A","F","C","",""
"98ppdp","5331","3","Ryoko Sakurai","Great Teacher Onizuka","2","Tue, 29 Mar 2022 01:03:45 GMT","1648515825533","15","","","","No","No","","","1","0","2","699485195606163606","749817087093899395","890258188027453510","8","F","S","S","F","F","F","B","",""
"9l26s0","152","4","Katalina Alize","Granblue Fantasy the Animation","4","Sun, 27 Mar 2022 23:47:57 GMT","1648424877810","207","","","","No","No","titties","","45","0","4","749817087093899395","749817087093899395","890258188027453510","143","F","S","S","S","A","F","A","",""
"9fcsjw","1387","1","Bebin","Ousama Ranking","2","Sun, 27 Mar 2022 20:40:00 GMT","1648413600080","13","","","","No","No","","","5","0","2","749817087093899395","749817087093899395","890258188027453510","6","F","S","S","S","B","F","B","",""
"9fcsvh","32581","1","Zashiki Warashi","Hetalia: Axis Powers","1","Sun, 27 Mar 2022 19:27:39 GMT","1648409259647","1","","","","No","No","","","1","0","1","749817087093899395","749817087093899395","890258188027453510","0","F","S","S","S","A","F","C","",""
"9fx27n","7231","3","Zwei","RWBY","2","Sun, 27 Mar 2022 18:39:57 GMT","1648406397631","37","","","","No","No","dog","","6","0","2","749817087093899395","749817087093899395","890258188027453510","23","F","S","S","S","A","F","C","",""
"9fzq0s","11659","2","Shouken Shinryuu","Spiritpact: Bond of the Underworld","3","Sun, 27 Mar 2022 09:49:39 GMT","1648374579501","38","","","","No","No","","","1","0","3","749817087093899395","749817087093899395","890258188027453510","26","F","S","S","S","A","F","B","",""
"9f0466","4902","1","Paisley Park","JoJo's Bizarre Adventure: JoJolion","1","Sun, 27 Mar 2022 02:45:15 GMT","1648349115730","16","","","","No","No","jojo","","6","0","1","","749817087093899395","890258188027453510","9","F","S","S","F","B","F","B","",""
"99cjvb","32868","1","Hero Pascal Imposter","100% Pascal-sensei (2017)","2","Sat, 26 Mar 2022 23:17:37 GMT","1648336657989","2","","","","No","No","","","0","0","2","749817087093899395","749817087093899395","890258188027453510","1","F","S","S","S","A","F","C","",""
"99s3xx","32711","1","Megu's Mom","Kuromajo-san ga Tooru!!","0","Sat, 26 Mar 2022 21:58:28 GMT","1648331908007","1","","","","No","No","","","0","0","0","646852754425249802","749817087093899395","890258188027453510","0","F","S","S","F","F","F","C","",""
"99s3dt","13167","2","Katsuya Jonouchi","Yu-Gi-Oh! Duel Monsters","2","Sat, 26 Mar 2022 21:42:44 GMT","1648330964279","44","","","","No","No","yugioh","","59","0","2","749817087093899395","749817087093899395","890258188027453510","25","F","S","S","S","A","F","D","",""
"99fwtv","16295","2","Kubersly","Legend of the Galactic Heroes","1","Sat, 26 Mar 2022 17:59:37 GMT","1648317577067","4","","","","No","No","","","0","0","1","","749817087093899395","890258188027453510","1","F","S","S","F","B","F","C","",""
"9ggrz9","32575","1","Zofie","Brave Story","1","Fri, 25 Mar 2022 22:09:37 GMT","1648246177644","1","","","","No","No","","","0","0","1","","749817087093899395","890258188027453510","0","F","S","S","F","B","F","C","",""
"9ggrb8","32656","1","Odonel","Beelzebub","1","Fri, 25 Mar 2022 21:33:24 GMT","1648244004788","1","","","","No","No","","","1","0","1","749817087093899395","749817087093899395","890258188027453510","0","F","S","S","S","B","F","C","",""
"9gnllz","32396","1","Carina","One Piece Film: Gold","2","Fri, 25 Mar 2022 16:51:30 GMT","1648227090455","16","","","","No","No","onepiece","","1","0","2","749817087093899395","749817087093899395","890258188027453510","9","F","S","S","S","B","F","C","",""
"9rpbjx","32791","1","Girl","Null & Peta","2","Thu, 24 Mar 2022 03:05:55 GMT","1648091155765","9","","","","No","No","","","1","0","2","","749817087093899395","890258188027453510","4","F","S","S","F","F","F","C","",""
"9rpbbm","14449","2","Kaela Yoshinaga","B: The Beginning","1","Thu, 24 Mar 2022 02:52:40 GMT","1648090360833","10","","","","No","No","","","1","1","1","749817087093899395","749817087093899395","890258188027453510","8","F","S","S","S","S","D","C","",""
"9bm7q6","32117","1","Crystal Dog","Kirakira Precure a la Mode","2","Thu, 17 Mar 2022 19:01:19 GMT","1647543679762","4","","","","No","No","","","0","0","2","","749817087093899395","890258188027453510","1","F","S","S","F","F","F","C","",""
"9ks20q","6509","3","Randall","Granblue Fantasy","1","Wed, 16 Mar 2022 19:59:35 GMT","1647460775143","13","","","","No","No","","","1","0","1","","749817087093899395","890258188027453510","6","F","S","S","F","F","F","B","",""
"9k9087","32215","1","Tachibana","Devil Lady","2","Wed, 16 Mar 2022 15:57:52 GMT","1647446272925","1","","","","No","No","","","0","0","2","699485195606163606","749817087093899395","890258188027453510","0","F","S","S","F","F","F","C","",""
"gxjrw4","31581","1","Yuzu","Konohana Kitan","2","Mon, 07 Mar 2022 01:14:45 GMT","1646615685269","11","","","","No","No","","","3","0","2","749817087093899395","749817087093899395","890258188027453510","8","F","S","S","S","A","F","C","",""
"gddwrj","694","2","Tsuruya Nanboku IV","Ayakashi: Japanese Classic Horror","1","Sat, 05 Mar 2022 15:55:17 GMT","1646495717715","6","","","","No","No","","","0","0","1","749817087093899395","749817087093899395","890258188027453510","5","F","S","S","S","B","F","A","",""
"g7vj49","30923","1","Luke","Locke the Superman","2","Thu, 03 Mar 2022 23:02:26 GMT","1646348546983","1","","","","No","No","","","1","0","2","699485195606163606","749817087093899395","890258188027453510","0","F","S","S","F","B","F","C","",""
"gtwqgb","31261","1","Ryohei Hachiya","Sore Ike! Zukkoke Sannin-gumi","1","Thu, 03 Mar 2022 03:49:27 GMT","1646279367918","1","","","","No","No","","","0","0","1","749817087093899395","749817087093899395","890258188027453510","0","F","S","S","S","D","F","C","",""
"glsvp1","17931","1","Sahaquiel","Neon Genesis Evangelion","2","Tue, 01 Mar 2022 22:36:45 GMT","1646174205497","9","","","","No","No","","","3","0","2","699485195606163606","749817087093899395","890258188027453510","4","F","S","S","F","D","F","C","",""
"gl9thq","31372","1","Joker","Black Butler: Book of Circus","0","Tue, 01 Mar 2022 18:19:22 GMT","1646158762677","4","","","","No","No","","","9","0","0","749817087093899395","749817087093899395","890258188027453510","1","F","S","S","S","A","F","C","",""
"g3gch4","3599","1","Gall Gruner","Tales of Hearts R","2","Sat, 26 Feb 2022 00:02:03 GMT","1645833723499","4","","","","No","No","","","1","0","2","","749817087093899395","890258188027453510","1","F","S","S","F","B","F","C","",""
"grdbg4","5637","3","Hanako Koyanagi","Wotakoi: Love is Hard for Otaku","2","Fri, 25 Feb 2022 04:42:35 GMT","1645764155189","57","","","","No","No","","","94","0","2","","749817087093899395","890258188027453510","33","F","S","S","F","A","F","B","",""
"grppq8","67","1","Qi Scissors","Scissor Seven","0","Thu, 24 Feb 2022 22:38:01 GMT","1645742281727","3","","","","No","No","","","8","0","0","","749817087093899395","890258188027453510","1","F","S","S","F","B","F","A","",""
"grp46v","31127","1","Roku","Magical Girl Site","2","Thu, 24 Feb 2022 21:32:24 GMT","1645738344917","2","","","","No","No","","","0","0","2","","749817087093899395","890258188027453510","1","F","S","S","F","B","F","C","",""
"gn14l3","30947","1","Richie","One Piece","2","Sun, 20 Feb 2022 04:48:24 GMT","1645332504720","11","","","","No","No","onepiece","","1","0","2","749817087093899395","749817087093899395","890258188027453510","6","F","S","S","S","A","F","C","",""
"gnbj3m","30620","1","Tenrei Koganei","Sumomomo Momomo","2","Sun, 20 Feb 2022 02:53:16 GMT","1645325596317","2","","","","No","No","","","0","0","2","749817087093899395","749817087093899395","890258188027453510","1","F","S","S","S","B","F","C","",""
"gnwww5","30534","1","Kasumi-Obaachan","Hana Kappa","3","Sun, 20 Feb 2022 02:16:16 GMT","1645323376667","3","","","","No","No","ugly","","1","0","3","749817087093899395","749817087093899395","890258188027453510","1","F","S","S","S","A","F","C","",""
"gjjz0r","30489","1","Rice Farmer","Idol Time PriPara","2","Sat, 19 Feb 2022 05:26:07 GMT","1645248367814","1","","","","No","No","","","0","0","2","646852754425249802","749817087093899395","890258188027453510","0","F","S","S","F","F","F","C","",""
"gq5c02","30182","1","Tico","80 Days Around the World with Willy Fog","2","Sat, 12 Feb 2022 19:52:27 GMT","1644695547587","2","","","","No","No","","","1","0","2","646852754425249802","749817087093899395","890258188027453510","1","F","S","S","F","C","F","C","",""
"gv257b","12967","2","Riri Higashi","Dropout Idol Fruit Tart","1","Thu, 10 Feb 2022 22:49:44 GMT","1644533384317","11","","","","No","No","","","1","0","1","","749817087093899395","890258188027453510","6","F","S","S","F","F","F","B","",""
"3cxz9r","2693","2","Uraha","Air","2","Wed, 09 Feb 2022 20:50:07 GMT","1644439807632","19","","","","No","No","","","1","0","2","749817087093899395","749817087093899395","890258188027453510","15","F","S","S","S","A","F","A","",""
"3ctgxl","29859","1","Ambertwo","Pokémon: The Origin of Mewtwo","2","Wed, 09 Feb 2022 17:59:24 GMT","1644429564598","8","","","","No","No","pokemon","","2","0","2","749817087093899395","749817087093899395","890258188027453510","4","F","S","S","S","B","F","C","",""
"3dkcls","4693","3","Shigure Hakka","DREAM!ing","1","Sat, 05 Feb 2022 16:11:51 GMT","1644077511797","13","","","","No","No","","","3","0","1","699485195606163606","749817087093899395","890258188027453510","6","F","S","S","F","C","F","B","",""
"37btw7","3196","3","Seishirou","Tsubasa Reservoir Chronicle","2","Fri, 04 Feb 2022 19:27:48 GMT","1644002868357","24","","","","No","No","","","2","0","2","","749817087093899395","890258188027453510","15","F","S","S","F","B","F","B","",""
"3znh7j","29386","1","Bel","Three Leaves, Three Colors","3","Tue, 25 Jan 2022 15:42:08 GMT","1643125328387","19","","","","No","No","otheranimal","","2","0","3","749817087093899395","749817087093899395","890258188027453510","14","F","S","S","S","A","F","C","",""
"31w0vq","9981","2","Red Robin","Batman Ninja","2","Mon, 24 Jan 2022 14:58:47 GMT","1643036327506","32","","","","No","No","batman","","16","0","2","749817087093899395","749817087093899395","890258188027453510","19","F","S","S","S","A","F","C","",""
"3n4vl1","29318","1","Bakene","Sailor Moon","3","Sun, 23 Jan 2022 23:05:48 GMT","1642979148079","12","","","","No","No","cat","","0","0","3","749817087093899395","749817087093899395","890258188027453510","6","F","S","S","S","B","F","C","",""
"3whqnl","28489","1","Furansupan","Kogepan","3","Wed, 19 Jan 2022 01:48:11 GMT","1642556891339","12","","","","No","No","meme","","1","0","3","749817087093899395","749817087093899395","890258188027453510","6","F","S","S","S","A","F","C","",""
"rcs6vl","26147","1","Cryogonal","Pokémon: Black & White","2","Thu, 13 Jan 2022 07:25:10 GMT","1642058710108","11","","","","No","No","pokemon","","1","0","2","749817087093899395","749817087093899395","890258188027453510","6","F","S","S","S","D","F","C","",""
"rcql6t","28595","1","Gorilla","Virtual-san Looking","2","Wed, 12 Jan 2022 16:47:14 GMT","1642006034756","9","","","","No","No","monke","","5","0","2","749817087093899395","749817087093899395","890258188027453510","4","F","S","S","S","A","F","C","",""
"rsb3q4","3551","2","Caenis","Fate/Grand Order","2","Mon, 10 Jan 2022 03:03:27 GMT","1641783807425","40","","","","No","No","titties","","17","0","1","749817087093899395","749817087093899395","890258188027453510","25","F","A","S","S","A","F","B","",""
"rd4rvg","24918","1","Mega Mewtwo X","Pokémon XY: Mega Evolution","1","Sun, 09 Jan 2022 06:56:45 GMT","1641711405452","17","","","","No","No","pokemon","","11","0","1","749817087093899395","749817087093899395","890258188027453510","9","F","S","S","S","A","F","C","",""
"rfs3gl","27761","1","Ethan","Pokémon","2","Wed, 05 Jan 2022 04:57:40 GMT","1641358660867","5","","","","No","No","pokemon","","5","0","2","749817087093899395","749817087093899395","890258188027453510","1","F","S","S","S","B","F","C","",""
"rgkrmj","10637","2","Broly","Dragon Ball Z Movie 8: The Legendary Super Saiyan","4","Sun, 02 Jan 2022 20:29:23 GMT","1641155363922","289","","","","No","No","dragonball","","119","0","3","699485195606163606","749817087093899395","890258188027453510","138","F","A","S","F","F","F","C","",""
"r1rqcd","8721","2","Arthur Pendragon","The Seven Deadly Sins","3","Tue, 28 Dec 2021 18:02:34 GMT","1640714554328","101","","","","No","No","sds","","19","0","3","749817087093899395","749817087093899395","890258188027453510","64","F","S","S","S","B","F","B","",""
"rn7g37","27220","1","Goldy","Lucky Star","2","Tue, 28 Dec 2021 01:59:20 GMT","1640656760976","7","","","","No","No","aquatic","","1","0","2","749817087093899395","749817087093899395","890258188027453510","4","F","S","S","S","B","F","C","",""
"rbtw1s","24264","1","Yamata Dragon","Yu-Gi-Oh! Duel Monsters","1","Sun, 26 Dec 2021 05:42:51 GMT","1640497371004","2","","","","No","No","yugioh","","1","0","1","","749817087093899395","890258188027453510","1","F","S","S","F","F","F","C","",""
"rw1dzd","26756","1","Shedinja","Pokémon Advanced","2","Thu, 23 Dec 2021 04:57:25 GMT","1640235445914","12","","","","No","No","pokemon","","4","0","2","","749817087093899395","890258188027453510","6","F","S","S","F","F","F","C","",""
"rwqdz3","21768","1","Maiden of the Aqua","Yu-Gi-Oh! GX","2","Wed, 22 Dec 2021 23:56:08 GMT","1640217368436","4","","","","No","No","yugioh","","1","0","2","749817087093899395","749817087093899395","890258188027453510","1","F","S","S","S","B","F","B","",""
"r2rv99","26674","1","Brian","Shounen Ashibe: Go! Go! Goma-chan (2017)","4","Wed, 22 Dec 2021 12:01:26 GMT","1640174486285","12","","","","No","No","dog","","1","0","4","749817087093899395","749817087093899395","890258188027453510","6","F","S","S","S","B","F","C","",""
"rhxgdz","27016","1","Mayumi Onara","Onara Gorou","2","Tue, 21 Dec 2021 23:13:07 GMT","1640128387154","2","","","","No","No","meme","","1","0","2","749817087093899395","749817087093899395","890258188027453510","1","F","S","S","S","B","F","C","",""
"rh73kj","26805","1","Man","Pokémon: Mewtwo — Prologue to Awakening","3","Tue, 21 Dec 2021 20:56:25 GMT","1640120185487","8","","","","No","No","meme","","1","0","3","582132331590975488","749817087093899395","890258188027453510","4","F","S","S","F","F","F","C","",""
"rh73hv","21611","1","Doburin","Sailor Moon S","2","Tue, 21 Dec 2021 20:27:14 GMT","1640118434726","5","","","","No","No","sailormoon","","0","0","2","","749817087093899395","890258188027453510","1","F","S","S","F","F","F","B","",""
"rqtc2k","5576","1","Cocolia","Honkai Impact 3rd","1","Mon, 20 Dec 2021 22:37:28 GMT","1640039848134","16","","","","No","No","titties","","6","0","1","","749817087093899395","890258188027453510","8","F","S","S","F","F","F","C","",""
